dose,signal_amplitude,leakage_current,noise_level
383838.38383838383,973.4362790220314,0.5406758608684835,4.669106767615806
393939.3939393939,1003.9372247173825,0.43845678417830225,5.426216667398112
404040.404040404,1014.7693315999082,0.5113729967302064,4.603739630783649
414141.4141414141,1003.4273656237995,0.5653571377141214,4.94263177926655
424242.42424242425,997.6870343522352,0.4196258382719386,5.252493639490228
434343.43434343435,993.9779260882142,0.5092316929266152,5.432877597085061
444444.44444444444,970.4295601926515,0.5129941397124211,4.399851796472112
454545.45454545453,985.6031158321058,0.5390911435888656,4.832749382079526
464646.4646464646,990.7872245808043,0.4381524644560959,4.762527344419522
474747.4747474747,1021.1424445243783,0.4339771693457862,4.673335383713144
484848.48484848486,1006.8723657913692,0.5260970782808448,5.882727120140548
494949.49494949495,964.7391968927453,0.5148492336616594,5.202490855480478
505050.50505050505,1006.481679387896,0.5125246425172938,4.369558022832478
515151.51515151514,992.2983543916737,0.5173224104748488,5.458930973527388
525252.5252525252,986.4615599938809,0.4659987639210755,6.061078098506316
535353.5353535353,1012.2335257768174,0.5116126848580502,5.5162326302755735
545454.5454545454,1020.619990449919,0.5146536236649341,4.2403150170229935
555555.5555555555,1018.625602382324,0.4642824290986816,4.757882963566875
565656.5656565656,983.2156495355472,0.5932887255572379,5.633455574593311
575757.5757575757,993.8157524829757,0.5236916460455894,4.64616526719061
585858.5858585859,1006.6252686280712,0.44043482513986754,5.2219097140731146
595959.595959596,1019.5109025424472,0.5328276804316915,5.387317026714668
606060.6060606061,990.4165152430942,0.4512659164886339,4.536534764210958
616161.6161616162,996.2868204667236,0.5393542301871226,4.9702373219691
626262.6262626263,977.8733005198794,0.5579297789503702,3.379366329965464
636363.6363636364,976.0758675183865,0.45896588408241445,4.487806179332855
646464.6464646464,1016.2505164478839,0.5481688064622161,4.87371592430342
656565.6565656565,1027.1248005714165,0.5206390463468249,4.376108409017576
666666.6666666666,998.5597975683934,0.5411030079997246,5.816205651965817
676767.6767676767,1020.0706579578405,0.5948396491326974,4.284929311019684
686868.6868686868,1007.2327205009527,0.4877305941998565,4.779977756651508
696969.6969696969,987.0976049078976,0.4623131917821255,5.065370288643046
707070.707070707,1007.2279121101683,0.45552427851872385,5.720636644533058
717171.7171717172,1030.7607313293195,0.4592094857517281,4.2820689244102805
727272.7272727273,999.283479217801,0.49614491452929477,5.58158187607748
737373.7373737374,1031.2928731162801,0.5170575987408322,5.0051165305097935
747474.7474747475,947.6050979182052,0.513834539966501,4.509245674476024
757575.7575757576,1016.4380500875045,0.5413591624518012,5.231051737131636
767676.7676767677,1001.7409413647634,0.5006500945938953,5.0995298477867355
777777.7777777778,994.0198529906827,0.5726767038578658,4.6998915614206025
787878.7878787878,1001.83521553071,0.4867671583381022,5.03490104249501
797979.7979797979,960.2486217079821,0.6360084583294809,4.80734320156912
808080.808080808,995.6065622432498,0.5312833673882503,5.056758672625624
818181.8181818181,1007.142251430235,0.4571421221791859,5.331065337260523
828282.8282828282,1029.5578808948303,0.4464553750969444,5.7930084080726765
838383.8383838383,989.634595634527,0.5241236207621592,4.381092250586575
848484.8484848485,983.8301279421363,0.48882686073370746,6.066516687328133
858585.8585858586,989.9648591283093,0.5357000247046046,4.023956100238749
868686.8686868687,1018.3080423540415,0.5236618812286773,4.924107452482208
878787.8787878788,1006.5750221931937,0.49635855436715637,5.2941586032422885
888888.8888888889,989.4047959246592,0.45766031409657976,5.140495933867516
898989.898989899,1010.2653486622671,0.42425763876570677,4.688650240089703
909090.9090909091,1001.9415509869608,0.47767425239664896,4.895938874821362
919191.9191919192,1019.3728998106578,0.5428199397161736,4.753499532670584
929292.9292929292,985.958938122453,0.5107046872065102,4.705317621527894
939393.9393939393,993.4467570680447,0.4377130610644006,5.4248010485105125
949494.9494949494,992.1578369373568,0.5086590462925591,5.178507742982523
959595.9595959595,970.7297010373576,0.5192658689864419,4.653545202369673
969696.9696969697,1005.9224055412915,0.45580712818994334,5.449799937716626
979797.9797979798,1005.2211054435978,0.5076862552972764,5.153649760438305
989898.9898989899,1000.1022691328492,0.5029104359223,5.40643105941948
1000000.0,995.3082573324971,0.44285148510846883,5.314814420961806
